class,text
0,stoptxtnhim husband youknowwhoyouar notok concern
0,decad hope film would coupl like lose relev
1,noth chew wake boot husband shoelac sound sweet like tri sarcasm
0,snooz last 😴 button each tempt 🆘
0,fuck mood
1,find remind anyon coin watcheronawal republican wrong els tortur torturereport conserv
0,gun tamir bxukpnf memori today see bxukpnf01r polic grow polic plan famili rice
1,sweet eat ironi
1,need like child
1,ironi funni save need broken
0,teeth neg babi cap
0,head 💭 ridicul scenario come
1,still christma justkiddingilovethem wake love sarcasm earli kid
0,okay trade
0,keep twitter talk professor
1,uwqfzjdlkv love
0,that sarcasm noth friski
1,buse 😠 😤 love everi 😡 hour half
0,win breed reason consum innov competit
0,dwtxgodb7z cardi size vintag sweater ugli basic small 5nzwinlzi2 edit holiday dwtxgodb christma
1,☺ test patienc love
1,twitter welcom coach sarcasm servic
1,bigjoefavorit thingsbetterthantitansjag keep napalm show real love sarcasm hotw
0,comment lovehim badqzh0pdt text smile make funni justgothomefromdinn sometim badqzh boyfriend sarcasm
0,dayum
0,wu41rvvvjw idea
1,never handmad send friend know away live present stuff
1,around cat use open abl door joke
0,bell individu collect black peopl ferguson hook link individu liber fate
0,draw
1,ironi world obes famin suffer die half
0,littl offic tonight cool broke real 😡 meet jerk
1,account sign twitter
1,abus lie peopl brought justic make hfllqwtcrx sure sarcasm child assum
1,balak balaam come
0,guru newbi
1,modul slim chanc pass fantast realiz mental none calcul
0,gift unwant season
1,still play totti enjoy team footbal asroma passion play sarcasm doom much futur
1,repli love
0,wjoodch alway 7ayati make feel there motiv better friend dctortna el7amdellah jameela
0,thank
1,stoke
0,congrat couldn view everest happier originalpatneshekfanclubmemb huge sign
0,first fuck pleas wake dont person morn
1,kneecap touch allow question like onuchapel sarcasm
0,design ffr9n5owyw produc kind buxfjwz4wc hypebeast buxfjwz creativ
1,fishsitt goldfish search see catfish
0,rifwvim rifwvim8k5 found page
0,make would know 1000000x better break practic time
0,bia right fdthuhjgsx
0,care
1,a2lyi2bbdd sarcasm awesom everyth
1,wait monday cheer cannot best sarcasm haha
1,thi race one peopl come ironi upon look defens billcosbi
0,banter good 😂
1,someth just tell yell actual your mistak someon
0,also
0,alway januari smile make good till chanc
0,want twitterproblemsform sarcasm convey though
0,hard peopl spell type cracker think serious grammar take
1,polic ironi what divid
0,still cop brown know tamir rais dead shot hand want mike
0,detail gosuperson superdaylineup give follow chanc pass
0,easi whoever thing howsam oliva would think action take
0,gai̇n give pai̇n sudphibdez 💪 👊 fit
0,canada pole toan new toan6tgxcl russia north denmark challeng
0,comment section first visit
1,workplac chit shun chat
1,done readi make shoe
0,grate latenightfilm love mockingjaypart1 watch didsburi goodfriend enjoy
1,steve
1,glad bought diesel year
0,dont mess kmipajconx ninja 4yt7wlcqza
1,pretti chri scroung manag idiot group that cool like unsuccess quarter even guess
0,jump wait 😴 sleep sotir tonight
0,bloodi educ pleas next want speak point person educ
1,driver your drawer servic anoth explan sarcasm stationari train minut
0,twitter simpli cant fight
0,ohhhh girl yeaah coupl want hang favorit bruh come
0,
0,mmmm fave win southampton
1,euvat 00wsrv7rc ironi pleas know wrong help
0,place rock agre cool love
0,retweet topform thank
0,
1,women act grown like favorit children dramat sarcasm
0,warofthemachin termin skynet appl conclus come apocalypseiscom
1,hard work right zrw0j1tgnt
0,appl ericgarn good interest tcot ferguson bqin ruin stat bqin0clxjc
0,that idea much nicer
1,sarcasm show
0,challeng like video style dani 2015 qgjcblzypt
1,vvawp dongiotravel husband ironi vvawp30vua come qdescaifsk kowloon hongkong home earli mongkok 50thfloor
1,illridewithy
0,covington thi team
0,song jack mannequin light buzz
1,😜 leavemealonemom bahhumbug jq9ajbisbw conquer ❤ my2fav readi
1,fair transact hgiavdlyx7 make take hgiavdlyx sarcasm wave player 2015
1,expos admiss tortur convent bush prosecut method govt sv4j6clfub geneva
1,email essay infring just referenc ironi peopl school say copyright properli
0,tonight real refresh be
0,squar mean
1,zl5zxad62z bakeri brockett sarah bold bakeri sarcasm
1,maldiv water
0,heli get shot ski zslkcp zslkcp5tkx night
0,autopsi husband coron report took age
0,sometim wonder
1,test rush which take person cooki christma
1,dessert eat show like cog9ranpdr girl night look
1,break news player team mario balotelli
0,what realiti 6r8znks31f should differ craft point learn miss
1,press literaci ironi liter lack would write ridicul harsh point ghostwrit stuff
1,cent revolut sinc 21st ghana industri west
1,hard origin ironi quoteoftheday content writingtip anonym come
1,whould gain ironi entranc law break gone lawmak kind way
0,congrat
1,again breakfast leftov guess
0,walk peopl 27tb6vdqwq person beauti peopl talk care love share look
1,recordplay teachingth laundrymatfun 80smusic youspinmeround spincycl yesisaidnot jhijrzrgl9 thatsmykid jhijrzrgl
0,2014 connacht holyrosary4lif 😄 mountbellewisahurlingstronghold year ⚾ seniorb camogi 🏆 🙌 champion
0,tonight go beingproduct
1,ironi death sell ericgarn cigarett pack penalti someon get
0,spoke strong peopl pre rememb great togeth work america
1,hangov wait feel
1,cuban spi american ironi releas caught releas cuba america
0,thi chicken sake hear fulham god
0,
0,daesh
0,expirienc ysz6vrkele teensanalyz
1,like gotta studi
1,superior understand s10ep0qsvv oooh bust stephenfri shame crestfallen
1,miss yell stair deff wake lmao stfu love chanel prob
0,seri real
0,quot today great year
1,time closet clean happi continu
0,gain oxybfwwwb teamtofollow follow teamfollowback followm oxybfwwwb6 followngain 1000aday retweet
1,merri part get talk xma tweet never sarcasm idontcar
1,client whole
1,nice phil poorli sarcasm alwaysinjur take jone mufc visit time hospit
0,2014 europeu click conselho wttywbc1uu inform date dezembro notcia euro europ wttywbc
1,comfort remind payer form 2014 ocar answer thought question everi ram sarcasm
0,comfort summer njyk njyk9hf6pq run plan noe trip malmö long night train berlin
1,thing sarcasm waronwomen good
1,matter said happymarriag wifey sarcasm sign straight go
1,doe impli cocain facebook crack sarcasm use
0,respond respons life charg abil control
0,😂 hahahah inspir great shit donna
0,hard monday makesussexsaf morn keep peopl know work 01273276865 long
1,root realli shame lost
1,aaaaaand bzehrjzek read sleep ironi sleep
1,speed lateforwork fuck limit behind stuck happymonday someon
0,vatten what last bpsxpi pictur took syresatt bottl ikea bpsxpi1qk8 phone
1,gotta hahahah friend love nosuchth
1,sarcasm everywher flatteri
1,alway afford holiday sarcasm want
1,2oxujk3ujb storm drench trip sydney time home perfectli
0,🔫 vball tournament life today ball cancel 😡 snow
1,thi ironi more realli would movi stop wish respond shove heterosexu throat lifestyl
1,ironi host definit iran bt5ujr1cpa confer extremist true
1,decis scott difficult phil shea dartsworldchampionship toni taylor raymond barneveld mitchel
1,workout jiggl away that thingsyousaytoyourbestfriend go
0,retard said nonsens
0,hope destini year great 2015
1,assur recommend
0,affluent vanish hunger
1,alcohol lure present peopl unreal great industri young nosocialconsci christma
1,damn sarcasm such great
0,read bring even
0,wait know book actual end author figur love long
1,somuchwin ingredi wanna noodl everyth father rememb els sent
0,still newsroom think els love everyon regardless
0,thi light 4oeu3fgv8o pictur bulb like moon made
0,playoff tacocorp ironi playoff matchup back gronkey think punch thank
1,make ad tradit statement legit sarcasm justbecaus
1,look scari sarcasm offic blacklivesmatt defens phone
0,name want call 😏 fight often
0,feel jlpt confid vagu tomorrow
0,predict haven winner spoiler call alert sarcasm expert
0,heard case
0,final past shit day believ
0,australia lavin56 scari session ewbwx6zin3 sydney canari lavin rs4wsrpsmj ewbwx
1,catch dare life peopl legisl buse jail forc rout pass should sarcasm
1,take shop christma
1,said nope
0,🎉 birthday ❤ love happi
1,sarcasm smile nice
1,bullcrap glad sick today
1,walk zypw zypw2tsnak
1,ironi hold back rut340 kid
1,anyon there think respons person sarcasm expect anymor
0,natur water hate except offic would call take fuck
1,drift matter life hate ironi dislik mind longer keep someon
0,wait squat solid felt great 💪
1,charg music comp love 😀
0,constantli keep belli floor food babi like everywher sick
1,what monday thing sarcasm hangov favorit work
0,when game know tri alreadi play stepoff someon
1,imagin ironi pack work factori fudg
1,build explain ironi team hahahahaha anoth team tragedi decim aaaah listen
0,jelli lot like tot miss
1,talk ironi read thing lawyer train would go notic ceil lawyer even
1,shawn follow okay still
1,wanna roommat ironi sleep readi second music blast trip consider suffer
0,gift bring juncker gcxgk gcxgk1gbhf notci santa healthier
0,strip carbon dope car carbon sticker everywher unhbb7v1fv unhbb hood automot
1,6v5d24ngs5 exec twice corpor face sexism think back will racism sarcasm face belong
0,infront right answer often
0,uniti lmfair14 uniform
1,driver audi sarcasm strang break look
1,protest infront greet ironi lancast show respect peac ptiukgonawazgocampaign hous
0,said true live sissi well
1,cell math work hahaha mathisfun ahhh even
0,aaaaint today aydmcsz7jd aydmcsz kitti happi
1,woke nightmar gonna cri great
1,hour work spend away love sarcasm alon famili christma
1,iwasshit killedit ski ohysozonpp seasonlif first tign
1,materi
1,song ironi inasong tell girl favorit record myfav
1,morn teamipswich news make crew thank welcom
1,comfort someth woken want sleep bodi anyway sarcasm know get love
1,detroit exampl ironi gun strict gunlaw chicago crime u9phyazcvx love american ever
0,cxjigjmwaa coffe guid 👌
0,jrqic9qymk shoe kinda jrqic object inanim love
1,ironi probabl nigerian
0,orionlaunch
0,andrew indvscl luck wowzer kind
0,game better juve napoli
0,check dialogu delhi page anoth gola polici talk hahaha
1,slow realli slowinternet love love sarcasm internet happen
1,dead thanksfin twitter
1,make sound hour
0,alright
1,when lsgmxqneqq peopl advanc stupid foqatxhy5u actual think sarcasm foqatxhi
0,mybodi make what 👌 lbizvoju stronger perfect lbizvojue5 kill 🙈
0,social activ life away yeah sarcasm internet
1,wait year till thatscool work gonna start
1,protect palinspawn ironi namesak
1,dream needmoremoney livin anoth
1,imissedu prepar muck
1,money teacher much stock afford make sarcasm crazi
1,scaredshitless yike instructor hour drive morn
0,sort thing canon believ selfprais
1,wait 😘 class total email love 😍 told great ❤ crush
1,find woke month 😒 merri went vehicl insur christma
0,town hahaha
0,full system updat lose work
1,day peopl love
0,2kcyadmqwi women gogreen empow fashion weaver khadigaatha simpl contribut thousand
0,miboxzombi uu7zobvxdg indiefilm
1,😂 tell love 😭 work need come 💁
0,broken smile girl look
0,near feel naptim futur
1,when vapour contamin ironi solvent cleans cleans chemic vapour contamin emit
0,time 😴 sleep beauti babygirl 💤
0,word truth enough abus f7ngpbf2yz ugli
0,last what mean crap mean sarcasm
0,smash good 🎤 gonna music year excit 2015
0,game name cuwvhv cuwvhv0vxl sarcasm
0,sc3star third jone cardal string
0,azur hybridcloud monitor need hybrid monitor
1,make enough think sarcasm go
1,xma needthemoney work next week love day
1,vote harmoni good start bestnewartist fifth sarcasm time
1,comcast
0,v3cb77kcig _traviiiii photoshoot dipmagazin forget wifeyseri
0,busi
1,dear polic spain catalan
1,bant today miss work shitbant
0,ironi nvsei nvsei8xen4 lost
1,commun get surplu cartridg readi sofulfil great nunavut sarcasm time resourc ship
0,sttpkf4qa homedecor sttpkf pleas pnqt7ajj5m pnqt couch envelopp
0,selfish
1,test thrill book kind health skin
0,wickedli racism trump figment hypocrisi cannot bout imagin everyth black ignor american
0,women ricki champwithin bibotour founder dancer chicago gracey
0,moment
0,drop find local report
1,spring thi nb63woumk next
0,2j6niwuipj chillax 😝 bitch squish firebal face
0,stimulu free obamanom insur econom unemploy follow dream work
1,short realli anoth done format well
1,ironi more win damag sweet hamper fete tooth jellybean christma
0,2015isthenewturnup get funtim makingmemori like myboo togeth shit 2015 elqmutdtw
1,ahhh final throw week survivor 💀 motiv kegger hous
1,wait econ thisismiser hour such studi tomorrow
0,black racewar show listen love
1,dear diaz
0,boardroom outta
1,sarcasm lot miranda love
0,badg earn level photogen 3slfluggkx brew
0,follow famili
1,workahol sick
0,burk jame connect
1,ironi jojo love kept classi
1,canada domag seri quel bill
0,boot strut
1,hate hold kumbaya sing hand sarcasm
0,thing ammo there much
0,zevvcvjrr right memphi hop goldilock make amarillo zevvcvjrr5 drink fall pint those tour photo dram
0,gutless spinless accept
0,play rosicki toma good arsvqpr tdae
1,metro late feel cold sarcasm realli like love day five minut
0,🎉 🙊 first 😁 thought pred danc happi donni
0,yrl7mbknzb replac true
1,mother alcohol drink tipsi photo vodka cadburi friday 9niao1xchp cheer energi
1,bear just posit urgenc need sens
0,take church
1,right vibe good thank exam
0,mass love
0,never that studi work 😅 present start tomorrow lolz
0,rouqllla skincar 🛀 know beauti dont 👍 rouqllla1f product love heaven 💚 christma
1,someth product brought amaz live like xbox grow arnt
1,note good
1,week next essay love
1,cant witter
1,room fuse loos cancup hallway break media chao sarcasm blown vacuum much
1,nake porn woman where move
0,dancer zayn like spanish look flamingo
1,comput
0,stranger kind
1,school 8knui6m2nc love
1,sooooo want cool sarcasm everyon
1,final taken heartbroken love
0,prime watch tonight decis
0,u3yojbgmrq burrito sound that burrito badli sarcasm naughti need
1,wake late week dead thebest love sick
1,prove 😒 breast women
1,breath 😑 feel congest wake abl great
0,complet meet life 💕
1,just hate anoth locat toward second work rush start monday need brilliant messag
1,kany thank
1,word clever chang jack
1,mtvstar gasp studio today earth rehears wonder ☕ littl 🐸 sarcasm girl hmmm
0,play painkil knock back strong asleep yeah 🙈
1,😒 feel love noth there 👍 better sarcasm
0,delta grown women anytim barrel compet pledg soon crab
0,mememonday acidreflux obamacar monday jokeoftheday comedi ironi standupshot meme obama c67x0iq4ct
1,digit drumstick
0,leadership wise congratul king majesti abdullah hashemit year kingdom jordan 2015
0,tonight work gotta back
1,math present
0,still saintsfc then much bigger best problem noproblem
0,bone bother even soweto show useless figur fvcken award
0,pain inevit
1,protest somebodi exercis sarcasm speech dare freedom
0,fearful what life fearless today fearfre learn live choos
0,want learn make enough
1,game penn state terribl offici back crew miss block qualiti
0,front say mirror stand even time legend
0,invoic wzlnwsrjel photo sent
0,save news hbeab2hklw obama hbeab media read struggl
1,done swan well
0,meadow just moutain kill z7dse9tt3h pictur lisazamorano seniorbrunch tri found
0,unfortun
0,dream 😍 celebr christma
0,muck week shark dodg time fiji
0,dog toasti relax jcw9wywc30 icant nice like socut home puppi ador
1,stop great sarcasm hashtag everyon use
0,thoma come graham
0,stat today follow
0,right camper year love peopl such 😝 best spent 😍 ❤ love happi fuck 💚
0,haha also cheer
0,camacho ironi wadi even fight better
0,follow sorri turn peopl say start year kid
1,somerhol ironi tweet allow also mani retweet unfollow
0,boy three
0,ride jump eatenal would like hors anaconda touch love thang
0,whirleystudio sharpi whirleyshot acryl photo artist 5cedfl7shl whynot
0,have fortitud life must
0,aaand keep come sarcasm hit badday
1,
0,cuoco feminist sweet apologis kaley say
1,ironi obama
0,someth stupid beat
0,report fish discard from notci 2013 copyright tnek delay tnek7j3jc9
0,still right aliv sleep realli cut write instead weekend final sure nap paper
0,stuart rest well
0,good winter warmer belgian pear apricot boozi
0,ask couldn better night
0,good tumbler mac12day patio
0,realli bowler look decent
1,1000 instagram follow
1,white minnesotaproblem sarcasm look ffgdujxgbj christma
1,color sarcasm negro prefer
0,time possibl enough
1,shocker comput frozen librari
1,receiv detail disclos 3600 congress donat
1,last final today whatagoodweek straight surgeon
0,ariana alway 🙊 makeup flawless sooo grand
1,summer thi mile hour sleep rememb hour
1,opinion obama cuba go post save
0,malawi 7vwnrnzgck cichlid marinewhit water aquarium nofilt setup light tomorrow
1,proven durabl good thing bucholz consist clay like haha
0,
0,
1,thing legitreasontocomplain sarcasm thanksobama pimpl complain christma
0,defens fit shoe ☕ 🐸 someon
1,still work want left 30am happymonday tri home
1,pretti amaz land free
1,true
0,well toe sop squish
0,sarcasm know
0,
0,someth unless doubt come readi good chang next 24hr tomorrow florida back
0,money self choos place definit gambl deni delus outcom anyth
0,wreck long such
1,ironi afford thing work rare cool promot downsid conserv fisheri
0,commit ironi orphan jump adani gharwapsi ironi smp0qqfhdd lovejihad suicid adanisjet
0,zash9jjb4x just rate imperfecto gave zash
0,your someth understand
0,dislik alabama reason myass auburn ntk85ngoeg rolltid mani fan jakellmitchel
1,glad doubl year work sarcasm piss
0,yeah
1,best cours
0,said 1800 would
1,
1,went well
1,
1,peopl where socialmedia sarcasm talk pictur normal perfectli
1,
1,ironi 5cgojwvltl mass xma christ abbrevi christma
1,sarcasm sorrynotsorri mean
1,talk wait cutestcoupl talk whooop
0,5cpsujfkmx shirt write would thank year merryxma anymor
0,done bag grade whatsnext goodi
1,freedom religi nooooo
1,gator fuckuf good today durkin florida great luck
1,oxvqmobzsb mensfashion sort none beard goodby
0,hors enlighten drug hornless unicorn mystic
1,posit week last work
0,wish 👊 would
0,right cute awak
0,angri face w0mnwignrm kid face
1,statu 😒 😔 woohoo children home
1,might what sunscreen today weather 😎 wonder sarcasm need
1,offic ponder groceri option apart pharmaci store owner factori monro sarcasm sensibl avenu
1,learn 😂 good skin need 🙈 😳 look pale least appreci
1,👌 today gonna great well
0,complex word understand ironi
1,manitibaprob 😒 beauti
1,front cramp
1,hkxpfkkwz0 wear time york hkxpfkkwz shame dress duchess third time pregnant sarcasm design
1,
0,gotta 💜 final show favorit tamar vinc season record
0,abstract size cost jumpsuit photo tribal bubbl cj8njwxwnu
1,workingdaysandnight sum realli week x3vnjbissi sarcasm nursinglif
1,kcroyal winter pace vertigo meet give activ sarcasm
0,black say women differ speci
0,liter cray raven whatmorecouldaguyaskfor pamper julia tomorrow
1,hour spend next school excit
1,care urgent tonight suck tomorrow
0,hype hailstat next year bless stress f80bfgo5vp
0,game shot fine dead 😂 drunk dare sarcasm tipsi etkxzpfv5x play etkxzpfv needagoodlaugh
0,channel enter moder bblogger giveaway 4bumum2rqh beauti sampl still check time
1,wake love peopl grumpi
0,watch think i9nn1ztcg appl huge go mobil
1,tangerin down subtl episod spin incept
1,thank alway count make freshmen loud sarcasm librari
0,play minut
0,major school realjournalist problem break nation bulli high
1,cycl nice look 130km forward long tomorrow
0,😂 might make wrong back 😭 effort easier
1,
0,today stun
1,caus countri calm peac sarcasm arm everyon
0,huge count priori popular contract wear ultra
1,ironi black irrelev truth peopl white abov commun need control rise point
1,start great
1,fricken today peachi
0,religi even michigan ridicul think restor freedom
0,term time 😆 😎
0,evtmzbljyk christian read worth sectarianviol respect persecut countyourbless equal face
0,😏 obsess grinch
0,cpjzkegne7 money q2wb7riavk pay church cpjzkegn rdlrugn0i smartphon
0,overpay stuck cycl talent perpetu which cub lose
1,
1,think wrong
1,critic ironi
0,reelect pmharper get
0,crack trivia life take
0,awesom
1,what ohgoditsfridayagain amaz weekend start sarcasm
1,sarcasm
0,wait phone canni
0,work thing 🎅 littl essentialservic 🎄 make rock like e5jqetthit sock happi christma
1,killm sinc week beenshit felt great eugh sarcasm
1,gulp grandma queef loudli haha sarcasm goe coco
1,glad klingon gospel make rksid rksid5vfkc social relev sarcasm found
0,ummm
0,like caus death wrong sarcasm time
0,larg everybodi gronk keep say els patriot conting
1,step bitch
1,ironi q7ck7aqnqz 😩 stillal like internet
1,sarcasm overnight stakeout
0,
1,cpfc capabl sarcasm think back gut doyl wwfc gone
0,sarcasm call
0,sunset januari
1,wait 😂 shape kick butt boyfriend home 🙈 come
0,dinner hmmm
1,when ironi french toast challah christma
0,room
1,oapnorpw childagain oapnorpw6f would superman
0,admit liter 9zqccc7q5a woohoo noth need refil someon
0,money deal town easi part stressful give grab mine morn tomorrow
1,nice time famili
1,sink loos lip ship
0,like respond anytim winter text probabl eat break need serious shoot
0,endrac want ferguson footag secur scream socialjustic blacklivesmatt antoniomartin messag
1,piffl peddl ironi twitter would need take
0,friend love 2015 first
0,blue lift check left websit green indic calendar happi
0,thoma hope leagu today peyton face pass well
0,game 😑 good 😡
0,proud walk hour half
1,noodlescen wait make deadhenri anyon bouncebackanni silli sens
1,perfectli end 😂 year
1,fair
0,rather go actual twitter contact apologis
0,broke bitch fault
0,thing bodi work idqkqmbvea worstoutfit cute bath
0,seem crowd thought want endors omcchat sarcasm linkedin
0,parent part gift today mani began hous christma
1,keep great convers
0,stronger perceiv hair taller inch head shave
0,want mine tempt tat
1,raini awesom inzfxqcjgu track
1,sunday 97bcc557pi work love
1,burger king funniest weirdest hack
0,hard peopl mouth cover special cough
0,know love
1,adult peopl love like sarcasm
0,roll sauc cali spici
0,current time capsul
1,azealia igloo anoth call ironi rapper incred wooow australian diss bank iggi
0,millionair what call chines
1,time nice custom christma
1,wait first sarcasm tomorrow shop christma
1,visit mani time pakistan
1,fut14
1,3allov amount hair small nest bird sarcasm cut lad
1,cop camera keep civilian bodi eric peopl gardner account camera
0,peopl servic sarcasm stupid question mani offer
0,awesom they what right perform develop tonight star choral student young futur
0,ahead everi want parent child
0,when headphon today break frustrat
1,sound flat like morn wonder wotwot
0,u5ao7jvnf2 great pizza tonight tri yummi pensacola
0,voter happen peopl fraud acorn
1,glad weather cycl
0,lyric pictur yeah 😳 honour sketch
1,system biolog male power slide brightest 30am great point learn time ever reproduct biggest
1,goe wifi concordia
1,good such
1,wait mail folk montana offic gift fee bent ship sarcasm post christma
0,parti wait hateschmooz weekend xma
1,siren silenc last ironi nypd timessquar ericgarn broken night
1,compani ironi tow commut tow o3nbslqahp
1,game must philli phil realli comedian superb like sarcasm humor squeez
1,ckmixbpgar happen love
1,secularindia yoga anticonversionlaw bribe make hypocrit modi intern agenda sarcasm offic
0,what life
1,oujznnue96 must oujznnu educ 13th grade slept year sarcasm found entir
0,deficit keep success surveil notci budget mechan 2ory3l6hiw
0,these worth peopl wake dead watch girl
0,would leav ✈ done nice friday final time thursday
0,sarcasm
0,simpli time christma wonder
0,time long aguero
1,last hour sleep 😩 happi night
0,chang focu energi secret
0,your carri accessori easi tvkhumwagz comfort 3rdey design brand
0,check
1,fashionmajor weresogood sew last rough ymthyuccjd selfi
1,ball bjpee
0,someth mysteri trust
1,ribbon blue panel
0,larg indonesia floor part crash airasia four x25ajy5qiz found
0,believ rubbi paul
1,crop fleywkfyzq pictur motheroftheyear child
1,place ironi stuck n2ax0wjh1k traffic
1,improv yess smith dean plu side thompson sarcasm
0,dark mt121 brakiest rustl zca7uxxhrh monstermmorpg grass
0,what ironi food pl1u0qyyyi spanish parti
0,street light clayvil
0,system fight chang endlessli
1,💋 makeup hawt next look
1,worksheet odd page thing ask sarcasm good even colleg back even
1,without walk key rain apart great sarcasm pour
1,
0,live sing
1,favorit noseble morn
0,sayy say 😁 late realli ysuyjq sunglass ysuyjqs8dr night bullringbirmingham shop
0,believ real life
0,hardli give shite think fan
0,christma head last watch hair christma
1,sarcasm today
1,ironi ispr sourc
0,check anoth calgari store thank
0,still right done brother much
0,blunt lemm consol
1,cube peopl thought stream holiday sarcasm
1,atmospher thi european anfield legendari great sarcasm
1,press pueril weback attack ironi provok invent lyntoncrosbi cameronmustgo
0,goe way afford treatment
0,hogfath page
0,steeler public hammer week juici
0,rent free occupi caviti space cranial
0,firefight fight overtim
1,that sleep great hour
0,lace anamorphosi imag pra place view angl creat artist certain object bernard french 3eqo36ovuw
1,victim ironi white damsel knight distress tri long save
0,see world make upset sororitysist sister look organ soror
1,flatter lacross cafe ball uu7yeqdfv5 speech grand christma
1,lecoincanard wasalrahman coin question deanbcfc everyday
0,parti chang decent christma
1,birthday love sick fact
0,dexter scarf knit becaus like manual problem knit
0,smackdown ftcvajyult well sportsentertain wrestl look
0,black hospit elit rememb casualti enough that polic reserv
1,awesom thi ironi class hahahahaha 😂 realli pictur year 👊
1,today flurri show surpris cowork go
0,fork readi where node q3oaw29ogv interview sarcasm futur
1,saintsfc exit enjoy championsleagu amaz ambit sarcasm
0,caus delet mayb distract done probabl facebook less stuff
0,ahead wanna light tunnel realli ranger
1,ironi forget also verb forgot
1,join
0,tweet run back
1,narec globe hour thank yung haha messag
0,like what price
1,might moment wanna ironi fuck truth tell caus fuckin that els person someon
1,coordin sooooooo bear thi offens bode look next sarcasm season whatamess well
1,commun ironi gharwapsi religion defend tri hindu
0,tvquot suit ironi whitecollar think caffrey person neil
1,ironi psych effect page learnt brain cram cram even though
1,strictli favourit date show love danc come
1,holocaust countri european noth ironi slam break hypocrit learn netanyahu
1,stcusutr0u today stcusutr busi cooper
1,ccfhdt ccfhdt73wh 😂 instagram gift spam merri love christma
1,😊 write tweet wrong love sarcasm
1,thechicago workingpress ironi restaur flame fire firehous h7vwvury8p wbbm chicago goe
1,wg8dszd06g catsofinstagram ironi yesimreadingthisbook catstagram pawproject ilovemycat nail
1,trophi derbi ligna lose fight prefer
0,internetcelebr zach manual harper retweet
1,tweet live thank sarcasm morn
1,hard sarcasm look
1,stfx club ironi xring later green lost happi 18th glisten xringmiracl creek found golf
0,piss
0,song love
1,music
1,come school love know test
0,hello long wanna want qqqci qqqci3faxa along time long meet time
1,caffein yeah coffe free
0,knowledg within train desper appli infam insight need partner candid
0,help life fallen call grade blackboard alert look
1,danger tweet glasgow
1,amaz learn final fuck
0,pleas peopl drive drink
0,drink stomach rare
0,some snoop chattin like say dogg shit look
0,final final season chanc great watch doyl thank
1,issu trust realli peopl help twittereantaboutlif
0,hard healthcar hospit h3n2 badincent financ
1,care second
0,explos appar done nice
0,tcx5co9upx session fallingwithstyl 1stphoto rektek fli local lookmamnohand
1,sermonis ironi thenewsroom get jesu watch look sonyhack much
1,nose awesom stuf
1,grabe sarcasm afford
0,
0,timelaps vy2bcamsya perti sunris fs100 mountain
1,alway good well sarcasm time lose
0,jazz some soobviou popular would keepitr p3ivori8k3 promot anyth attentionwhor
0,
0,ravioli fuck grandma want ravioli yell know tell back nigga made
1,sodemocrat ironi reason els moron everyon someon
0,whole episod show rhoa excit love
0,deep life ymnlztnkpi take breath
0,right munro 😂 zinla0rapi give facial zinla express
1,
0,yeaa sf8jm2zpfd
0,your follow gonna decis
1,think ironi joke
0,jihadist islamist terrorist sydneysieg hello radic could daesh
1,money make speech honest make becaus bill sarcasm much
1,well today start great
0,defin wmpp8iy3gw just remind wmpp past motto advic friendli
1,stockport ironi love aren jhg0lxaun5 snow
0,w0lhydaexl good music youtub subscrib
1,i549jbbplk when defollow morefollowerspleas disney bish bell sarcasm
0,horribl christmasi vpni vpni2l2cjz cambuslang
1,game player touch giant greatest best ooooo play sarcasm screw ever
0,jag xyozlexznu shame stoog shadkhan b4ydmpopmx think polic jacksonvil phobic
1,final decid beastsid tahiti biimkrttn4 play biimkrttn mjc7vaiye0
0,hope gobolt date sure vaccin
0,follow 🙊 beauti
0,just 🎅 groan crimbo stop 👍 hope massag 🎁 back book
0,matter stand talk
0,alway brown forget 🎧 good tune singingoutloud
0,seriou cub win wednesday infer sensation complet joke
1,christma snobbi fammm side excit parti
1,game thi sarcasm battlefield true
1,propos ironi black white determin racewar lovenotwar member side famili
0,final math okay studi back
1,wors make what beat ironi gorgeou yesss contradict face look
0,understand twitter thought jack
0,what thi flowtron hiphop alaska world rizzl come
0,readi everyon 😂 sing
0,holiday 🎄 😏 happi carl 😎 holiday kzv9xglwoz parti
0,atmospher johwvxvh seri johwvxvh0b amaz thank candl
1,first dissect start great 🐁 period
1,buzz monday school
1,point along thi
1,jesuit heret everi obvi sarcasm 💁
1,wheel front much drive snow
0,controversi saab figur rajneesh
0,still somebodi play nowaday everyth want ever
0,2014 imperi drink iljkelduk iljkelduk4 photo
1,fakelobst today lifestyleoftherichandfam lunch a2ix7q4emc worldofswed sarcasm
1,adkidknpid politician right ironi patient import digniti
1,cake twist differ ideiasdebolosdocesedelicia regular such frozen love wsuhwfyhuc
1,sarcasm monitor
1,ironi iron put woman support
0,franklin econvo filmmak writer twitter director follow film nicol
0,beachi medlen perfect
0,nugget jeja jeja9wjyku thank substitut chicken
0,wait
0,done work
0,tell idea pass thank sydney friend
0,eeeek date cinema weekend 💕 🙈
0,peopl clean express section speech highway freedom
0,ukrain meet russian presid
1,brew definit chesti week tgim feel caught best start cough sister
1,someth passeng last autumnstat impoverish sarcasm abolish duti help homeless
0,earnest alway fondli radic forget activist 1793 mani 1918 back look
1,replay orion that probabl launch excit nothank wonder watch sarcasm sooo point
1,fact smell school love like 😷 sewer
